plant_id,hour,irradiation_clim,ambient_temperature_c_clim,module_temperature_c_clim
4135001,0,0.003704258108333334,22.821340475400003,21.0406331984875
4135001,1,0.0055563871625,22.67507128934167,21.021853678533333
4135001,2,0.007408516212500001,22.56622003971667,20.988945693970834
4135001,3,0.009260645270833333,22.441739058379166,20.891568020912498
4135001,4,0.011112774320833333,22.323285605699997,20.795574860079167
4135001,5,0.011229890091666667,22.230925021975,20.7360371915
4135001,6,0.05079529972916667,22.389324677320833,21.6152075135
4135001,7,0.20164772299166667,23.4927203603375,27.132793188520832
4135001,8,0.3815531601541667,25.107197126045833,36.09341672866667
4135001,9,0.5287615472833334,26.714410548216666,42.95257335987083
4135001,10,0.6537968643583333,27.936511671533335,47.167857512766666
4135001,11,0.7560752136208334,29.1835679656875,52.239936191254166
4135001,12,0.7772239116583334,30.114636817354167,53.5191796674875
4135001,13,0.735429383975,30.69838800597083,52.340056200229164
4135001,14,0.5927096030916666,30.9197516784,48.760239761175
4135001,15,0.47201593691250004,30.838331148791667,44.49928863964583
4135001,16,0.30220481535416666,30.265450477204165,38.664295148075
4135001,17,0.12729466910833334,29.0411622776375,31.880963107679165
4135001,18,0.015544075237500002,27.140377602779168,26.196495933033333
4135001,19,3.4256173913043478e-06,25.820691313204346,23.796176313056524
4135001,20,0.0,24.8858593044,22.704959970230433
4135001,21,0.0,24.185909506969566,22.173841044108695
4135001,22,0.0,23.361294815217388,21.415834733069566
4135001,23,0.001932656404347826,22.930224423682606,21.13970792192174
4135001_S1,0,0.003482291008333333,22.8948135234,21.111307424854164
4135001_S1,1,0.005223436508333334,22.712393988716666,21.035061438654168
4135001_S1,2,0.006964582012499999,22.546475708783333,20.968382869720834
4135001_S1,3,0.008705727520833333,22.479617040958335,20.9518475512
4135001_S1,4,0.010446873025,22.2537345084625,20.727191694341666
4135001_S1,5,0.010556862820833334,22.216995187983333,20.6967373269125
4135001_S1,6,0.04925714032083334,22.363730829625,21.635508962058335
4135001_S1,7,0.1984022316375,23.469065776325,27.1040834261125
4135001_S1,8,0.3882998200375,25.117517207000002,36.214647916045834
4135001_S1,9,0.5358583895166666,26.769658709695832,43.17962810993333
4135001_S1,10,0.6479484230375,27.834626105495833,46.77020615411249
4135001_S1,11,0.7522740504458333,29.072302574958332,51.79587715507916
4135001_S1,12,0.7712798365750001,30.121461376466666,53.2484385674125
4135001_S1,13,0.7180314712916666,30.559885648433333,51.616726956025
4135001_S1,14,0.5907589652999999,30.567806234487502,48.1490379075375
4135001_S1,15,0.46295095642083334,30.445060412029168,43.78348472697083
4135001_S1,16,0.2984243632333333,30.12868150990417,38.335126991337496
4135001_S1,17,0.12909449307916668,28.954083050424998,31.887470677420833
4135001_S1,18,0.016097950175,27.086159502079166,26.1734174923875
4135001_S1,19,2.7836739130434785e-06,25.625145066191305,23.60462922705652
4135001_S1,20,0.0,24.818833729173914,22.650238064460872
4135001_S1,21,0.0,24.0972407744913,22.09415010092174
4135001_S1,22,0.0,23.399252352182607,21.476441527373915
4135001_S1,23,0.0018168474826086955,23.03371387480435,21.22047564777826
4135001_S2,0,0.0032618716708333333,22.73777074780833,21.003316113829168
4135001_S2,1,0.004892807504166667,22.6852577122,21.016985210191667
4135001_S2,2,0.0065237433374999996,22.5098266316875,20.948858159441667
4135001_S2,3,0.008154679175,22.3110096260625,20.732239769129166
4135001_S2,4,0.0097856150125,22.2611295051375,20.749907109270833
4135001_S2,5,0.009900264141666667,22.18674189968333,20.6997285112625
4135001_S2,6,0.049023518349999996,22.323549186558335,21.602198511441667
4135001_S2,7,0.19396190208333333,23.3737571067,26.841297382358334
4135001_S2,8,0.3846423688166667,25.052503136283335,36.0329169468625
4135001_S2,9,0.5272439457583333,26.6066257681875,42.6256291527625
4135001_S2,10,0.6452332908041667,27.806280327429167,46.551007923837496
4135001_S2,11,0.7292142533375,28.995907247475,51.091537112725
4135001_S2,12,0.7651070387541666,29.854718187654168,52.77533801702916
4135001_S2,13,0.7256198031875,30.56614008805417,51.78436606455417
4135001_S2,14,0.5883634929458333,30.736631974487498,48.402190704120834
4135001_S2,15,0.47811844662916664,30.846102796008335,44.74509141127917
4135001_S2,16,0.30334677444999997,30.062482553549998,38.581737063270836
4135001_S2,17,0.12667254429166666,28.781559429425002,31.617277247558334
4135001_S2,18,0.015996787983333333,27.076784121954166,26.149690059525
4135001_S2,19,3.4558608695652175e-06,25.69364720034348,23.691055875943476
4135001_S2,20,0.0,24.78837373027826,22.61670618186522
4135001_S2,21,0.0,24.153151423304347,22.20380541718696
4135001_S2,22,0.0,23.32123141083913,21.355502008291303
4135001_S2,23,0.0017018460913043477,22.886768666169566,21.131118641973913
4135001_S3,0,0.0034121613500000003,22.84000630604167,21.0350820436
4135001_S3,1,0.005118242025,22.644733369645834,20.992393652191666
4135001_S3,2,0.0068243227000000005,22.557611230275,20.986395638325
4135001_S3,3,0.008530403375,22.477651177945834,20.941946538233335
4135001_S3,4,0.010236484054166666,22.334640201958333,20.822883968483335
4135001_S3,5,0.010341573866666667,22.180260366400002,20.670751101733334
4135001_S3,6,0.049553746266666664,22.371561966875003,21.588508488208333
4135001_S3,7,0.20726209098333334,23.4729230724125,27.199312314466667
4135001_S3,8,0.37555975780416667,25.062401311470833,35.81820596
4135001_S3,9,0.5100060304416667,26.573233482504165,42.09480044354583
4135001_S3,10,0.6586281639666667,27.983302978954168,47.3339286853625
4135001_S3,11,0.7555134426208333,29.134589232662503,51.984175075874994
4135001_S3,12,0.7827159900833333,30.150648672079168,53.60700812265
4135001_S3,13,0.7286414732041666,30.578641916216668,51.85305955169167
4135001_S3,14,0.5889532543875,30.874573418875002,48.49810351396667
4135001_S3,15,0.46201467384583333,30.565143343354165,43.809882451537504
4135001_S3,16,0.29020878741666667,29.781718753929166,37.7961788995375
4135001_S3,17,0.13390435679583332,28.713582756883337,31.747146969533333
4135001_S3,18,0.015561462670833333,26.992866190454166,26.0940561624875
4135001_S3,19,3.559186956521739e-06,25.665931693178262,23.701733546991303
4135001_S3,20,0.0,24.812543014056523,22.699140592691304
4135001_S3,21,0.0,24.06236365518696,22.062255867147826
4135001_S3,22,0.0,23.23355139147826,21.327408541169564
4135001_S3,23,0.0017802580956521737,22.907971262282608,21.172217976021738
4135001_S4,0,0.003190504879166667,22.816584053687503,21.05419825432917
4135001_S4,1,0.004785757316666667,22.676609264279165,21.000801163504168
4135001_S4,2,0.006381009754166667,22.57435666070417,21.021756294275
4135001_S4,3,0.007976262191666668,22.47061421885,20.910635622354167
4135001_S4,4,0.009571514633333333,22.294988421849997,20.750664752325
4135001_S4,5,0.009684055729166667,22.201706699125,20.647950061858335
